
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.010000 	 0.000000
 0.020000 	 0.000000
 0.020000 	 0.000000
 0.020000 	 0.000000
 0.020000 	 0.000000
 0.020000 	 0.000000
 0.020000 	 0.000000
 0.020000 	 0.000000
 0.020000 	 0.000000
 0.020000 	 0.000000
 0.020000 	 0.000000
 0.020000 	 0.000000
